ID_Composicao;Nome_Composicao;Grupo_Rosca;Percentual_Rosca;Cod_Material;Descricao_Material;Qtd_Original_Na_Rosca;Qtd_Corrigida_No_Filme;Unidade
245;COEX FORM ENCOLHIVEL CECRISA;ROSCA A;25.0;511095;PEBD REC. INDUSTRIAL CECRISA;28.0;7.0;KG
245;COEX FORM ENCOLHIVEL CECRISA;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;40.0;10.0;KG
245;COEX FORM ENCOLHIVEL CECRISA;ROSCA A;25.0;505579;PEBD INDUSTRIAL TX7001;32.0;8.0;KG
245;COEX FORM ENCOLHIVEL CECRISA;ROSCA B;50.0;508385;ADIT. MBPEBD ANTI-UV (6);2.0;1.0;KG
245;COEX FORM ENCOLHIVEL CECRISA;ROSCA B;50.0;503271;PEAD HE-150 PL14;12.0;6.0;KG
245;COEX FORM ENCOLHIVEL CECRISA;ROSCA B;50.0;511095;PEBD REC. INDUSTRIAL CECRISA;29.0;14.5;KG
245;COEX FORM ENCOLHIVEL CECRISA;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;57.0;28.5;KG
245;COEX FORM ENCOLHIVEL CECRISA;ROSCA C;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;28.0;7.0;KG
245;COEX FORM ENCOLHIVEL CECRISA;ROSCA C;25.0;505579;PEBD INDUSTRIAL TX7001;33.0;8.25;KG
245;COEX FORM ENCOLHIVEL CECRISA;ROSCA C;25.0;508385;ADIT. MBPEBD ANTI-UV (6);4.0;1.0;KG
245;COEX FORM ENCOLHIVEL CECRISA;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;35.0;8.75;KG
299;MONO FORMULA TRANSPARENTE TEXTIL OESTE;MONO;100.0;508116;ADIT. ANTI-BLOQUEIO 5009;1.0;1.0;KG
299;MONO FORMULA TRANSPARENTE TEXTIL OESTE;MONO;100.0;500207;ADIT. ANTI-ESTATICO;2.0;2.0;KG
299;MONO FORMULA TRANSPARENTE TEXTIL OESTE;MONO;100.0;500008;PEBD REC. CONVENCIONAL;10.0;10.0;KG
299;MONO FORMULA TRANSPARENTE TEXTIL OESTE;MONO;100.0;503271;PEAD HE-150 PL14;20.0;20.0;KG
299;MONO FORMULA TRANSPARENTE TEXTIL OESTE;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;67.0;67.0;KG
300;MONO FORMULA BRANCO REC. TEXTIL OESTE;MONO;100.0;500043;PEBD REC. BRANCO COMUM;100.0;100.0;KG
301;MONO FORMULA BRANCO REC. TRANSLUCIDO TEXTIL OESTE;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;65.0;65.0;KG
301;MONO FORMULA BRANCO REC. TRANSLUCIDO TEXTIL OESTE;MONO;100.0;503271;PEAD HE-150 PL14;20.0;20.0;KG
301;MONO FORMULA BRANCO REC. TRANSLUCIDO TEXTIL OESTE;MONO;100.0;500043;PEBD REC. BRANCO COMUM;15.0;15.0;KG
313;COEX FORMULA PERFIL GRAF FLEXO ACIMA DE 90 MICRAS (REC. BRANCO);ROSCA A;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;72.5;18.125;KG
313;COEX FORMULA PERFIL GRAF FLEXO ACIMA DE 90 MICRAS (REC. BRANCO);ROSCA A;25.0;504037;PIG. BRANCO PADRAO;5.5;1.375;KG
313;COEX FORMULA PERFIL GRAF FLEXO ACIMA DE 90 MICRAS (REC. BRANCO);ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
313;COEX FORMULA PERFIL GRAF FLEXO ACIMA DE 90 MICRAS (REC. BRANCO);ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
313;COEX FORMULA PERFIL GRAF FLEXO ACIMA DE 90 MICRAS (REC. BRANCO);ROSCA B;50.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;19.5;9.75;KG
313;COEX FORMULA PERFIL GRAF FLEXO ACIMA DE 90 MICRAS (REC. BRANCO);ROSCA B;50.0;500043;PEBD REC. BRANCO COMUM;40.0;20.0;KG
313;COEX FORMULA PERFIL GRAF FLEXO ACIMA DE 90 MICRAS (REC. BRANCO);ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;35.0;17.5;KG
313;COEX FORMULA PERFIL GRAF FLEXO ACIMA DE 90 MICRAS (REC. BRANCO);ROSCA B;50.0;504037;PIG. BRANCO PADRAO;5.5;2.75;KG
313;COEX FORMULA PERFIL GRAF FLEXO ACIMA DE 90 MICRAS (REC. BRANCO);ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
313;COEX FORMULA PERFIL GRAF FLEXO ACIMA DE 90 MICRAS (REC. BRANCO);ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
313;COEX FORMULA PERFIL GRAF FLEXO ACIMA DE 90 MICRAS (REC. BRANCO);ROSCA C;25.0;506154;PELBD FLEXUS 9211;78.0;19.5;KG
315;COEX FORMULA PERFIL GRAF PARA FLEXO DE 90 A 140 MICRAS;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
315;COEX FORMULA PERFIL GRAF PARA FLEXO DE 90 A 140 MICRAS;ROSCA A;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;74.5;18.625;KG
315;COEX FORMULA PERFIL GRAF PARA FLEXO DE 90 A 140 MICRAS;ROSCA A;25.0;504037;PIG. BRANCO PADRAO;5.5;1.375;KG
315;COEX FORMULA PERFIL GRAF PARA FLEXO DE 90 A 140 MICRAS;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;35.0;17.5;KG
315;COEX FORMULA PERFIL GRAF PARA FLEXO DE 90 A 140 MICRAS;ROSCA B;50.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;59.5;29.75;KG
315;COEX FORMULA PERFIL GRAF PARA FLEXO DE 90 A 140 MICRAS;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;5.5;2.75;KG
315;COEX FORMULA PERFIL GRAF PARA FLEXO DE 90 A 140 MICRAS;ROSCA C;25.0;504037;PIG. BRANCO PADRAO;5.5;1.375;KG
315;COEX FORMULA PERFIL GRAF PARA FLEXO DE 90 A 140 MICRAS;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
315;COEX FORMULA PERFIL GRAF PARA FLEXO DE 90 A 140 MICRAS;ROSCA C;25.0;506154;PELBD FLEXUS 9211;72.5;18.125;KG
315;COEX FORMULA PERFIL GRAF PARA FLEXO DE 90 A 140 MICRAS;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
316;FORMULA LINER DE PROTECAO PARA BORRACHAS;MONO;100.0;502311;PEBD CONVENCIONAL EB 853;80.0;80.0;KG
316;FORMULA LINER DE PROTECAO PARA BORRACHAS;MONO;100.0;503271;PEAD HE-150 PL14;20.0;20.0;KG
318;COEX FORMULA ENFARDADEIRA PIG. BRANCA CASTROLANDA;ROSCA A;25.0;503271;PEAD HE-150 PL14;10.0;2.5;KG
318;COEX FORMULA ENFARDADEIRA PIG. BRANCA CASTROLANDA;ROSCA A;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;73.0;18.25;KG
318;COEX FORMULA ENFARDADEIRA PIG. BRANCA CASTROLANDA;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;10.0;2.5;KG
318;COEX FORMULA ENFARDADEIRA PIG. BRANCA CASTROLANDA;ROSCA A;25.0;504037;PIG. BRANCO PADRAO;7.0;1.75;KG
318;COEX FORMULA ENFARDADEIRA PIG. BRANCA CASTROLANDA;ROSCA B;50.0;507180;PELBD METALOCENICO PROXEES 2606;50.0;25.0;KG
318;COEX FORMULA ENFARDADEIRA PIG. BRANCA CASTROLANDA;ROSCA B;50.0;500043;PEBD REC. BRANCO COMUM;30.0;15.0;KG
318;COEX FORMULA ENFARDADEIRA PIG. BRANCA CASTROLANDA;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;10.0;5.0;KG
318;COEX FORMULA ENFARDADEIRA PIG. BRANCA CASTROLANDA;ROSCA B;50.0;503271;PEAD HE-150 PL14;10.0;5.0;KG
318;COEX FORMULA ENFARDADEIRA PIG. BRANCA CASTROLANDA;ROSCA C;25.0;503271;PEAD HE-150 PL14;10.0;2.5;KG
318;COEX FORMULA ENFARDADEIRA PIG. BRANCA CASTROLANDA;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;10.0;2.5;KG
318;COEX FORMULA ENFARDADEIRA PIG. BRANCA CASTROLANDA;ROSCA C;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;55.0;13.75;KG
318;COEX FORMULA ENFARDADEIRA PIG. BRANCA CASTROLANDA;ROSCA C;25.0;500043;PEBD REC. BRANCO COMUM;25.0;6.25;KG
319;FORMULA ENFARDADEIRA ESPESSURA 40 MICRAS;ROSCA A;25.0;503271;PEAD HE-150 PL14;15.0;3.75;KG
319;FORMULA ENFARDADEIRA ESPESSURA 40 MICRAS;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;60.0;15.0;KG
319;FORMULA ENFARDADEIRA ESPESSURA 40 MICRAS;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;10.0;2.5;KG
319;FORMULA ENFARDADEIRA ESPESSURA 40 MICRAS;ROSCA A;25.0;500190;PEBD REC. INDUSTRIAL;15.0;3.75;KG
319;FORMULA ENFARDADEIRA ESPESSURA 40 MICRAS;ROSCA B;50.0;507180;PELBD METALOCENICO PROXEES 2606;50.0;25.0;KG
319;FORMULA ENFARDADEIRA ESPESSURA 40 MICRAS;ROSCA B;50.0;500190;PEBD REC. INDUSTRIAL;30.0;15.0;KG
319;FORMULA ENFARDADEIRA ESPESSURA 40 MICRAS;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;10.0;5.0;KG
319;FORMULA ENFARDADEIRA ESPESSURA 40 MICRAS;ROSCA B;50.0;503271;PEAD HE-150 PL14;10.0;5.0;KG
319;FORMULA ENFARDADEIRA ESPESSURA 40 MICRAS;ROSCA C;25.0;503271;PEAD HE-150 PL14;15.0;3.75;KG
319;FORMULA ENFARDADEIRA ESPESSURA 40 MICRAS;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;10.0;2.5;KG
319;FORMULA ENFARDADEIRA ESPESSURA 40 MICRAS;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;60.0;15.0;KG
319;FORMULA ENFARDADEIRA ESPESSURA 40 MICRAS;ROSCA C;25.0;500190;PEBD REC. INDUSTRIAL;15.0;3.75;KG
320;FORMULA MONO REC. TEXTIL IPE;MONO;100.0;506148;PEBD REC. PE IMPRESSO;50.0;50.0;KG
320;FORMULA MONO REC. TEXTIL IPE;MONO;100.0;505426;PEBD REC. SACARIA;50.0;50.0;KG
327;MONO PIGMENTADO PRATA ALTO FECHAMENTO;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;39.0;39.0;KG
327;MONO PIGMENTADO PRATA ALTO FECHAMENTO;MONO;100.0;505274;PIG. PRATA - 921051-M;6.0;6.0;KG
327;MONO PIGMENTADO PRATA ALTO FECHAMENTO;MONO;100.0;505579;PEBD INDUSTRIAL TX7001;35.0;35.0;KG
327;MONO PIGMENTADO PRATA ALTO FECHAMENTO;MONO;100.0;500043;PEBD REC. BRANCO COMUM;20.0;20.0;KG
354;COEX FORMULA PERFIL GRAF FLEXO DE 70 A 90 MICRAS (REC. BRANCO);ROSCA A;25.0;500043;PEBD REC. BRANCO COMUM;40.0;10.0;KG
354;COEX FORMULA PERFIL GRAF FLEXO DE 70 A 90 MICRAS (REC. BRANCO);ROSCA A;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;52.5;13.125;KG
354;COEX FORMULA PERFIL GRAF FLEXO DE 70 A 90 MICRAS (REC. BRANCO);ROSCA A;25.0;504037;PIG. BRANCO PADRAO;5.5;1.375;KG
354;COEX FORMULA PERFIL GRAF FLEXO DE 70 A 90 MICRAS (REC. BRANCO);ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
354;COEX FORMULA PERFIL GRAF FLEXO DE 70 A 90 MICRAS (REC. BRANCO);ROSCA B;50.0;500043;PEBD REC. BRANCO COMUM;20.0;10.0;KG
354;COEX FORMULA PERFIL GRAF FLEXO DE 70 A 90 MICRAS (REC. BRANCO);ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;35.0;17.5;KG
354;COEX FORMULA PERFIL GRAF FLEXO DE 70 A 90 MICRAS (REC. BRANCO);ROSCA B;50.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;39.5;19.75;KG
354;COEX FORMULA PERFIL GRAF FLEXO DE 70 A 90 MICRAS (REC. BRANCO);ROSCA B;50.0;504037;PIG. BRANCO PADRAO;5.5;2.75;KG
354;COEX FORMULA PERFIL GRAF FLEXO DE 70 A 90 MICRAS (REC. BRANCO);ROSCA C;25.0;504037;PIG. BRANCO PADRAO;5.5;1.375;KG
354;COEX FORMULA PERFIL GRAF FLEXO DE 70 A 90 MICRAS (REC. BRANCO);ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
354;COEX FORMULA PERFIL GRAF FLEXO DE 70 A 90 MICRAS (REC. BRANCO);ROSCA C;25.0;506154;PELBD FLEXUS 9211;72.5;18.125;KG
354;COEX FORMULA PERFIL GRAF FLEXO DE 70 A 90 MICRAS (REC. BRANCO);ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
358;MONO FORMULA PROJETO ERIN - MT 5011 MB;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;12.5;12.5;KG
358;MONO FORMULA PROJETO ERIN - MT 5011 MB;MONO;100.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;25.0;25.0;KG
358;MONO FORMULA PROJETO ERIN - MT 5011 MB;MONO;100.0;503271;PEAD HE-150 PL14;10.5;10.5;KG
358;MONO FORMULA PROJETO ERIN - MT 5011 MB;MONO;100.0;507180;PELBD METALOCENICO PROXEES 2606;32.5;32.5;KG
358;MONO FORMULA PROJETO ERIN - MT 5011 MB;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;17.5;17.5;KG
358;MONO FORMULA PROJETO ERIN - MT 5011 MB;MONO;100.0;512325;PIG. METALICO MT 5011 MB - BEPLAST;2.0;2.0;KG
359;MONO FORMULA PROJETO ERIN - AD 1055 MB;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;12.5;12.5;KG
359;MONO FORMULA PROJETO ERIN - AD 1055 MB;MONO;100.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;25.0;25.0;KG
359;MONO FORMULA PROJETO ERIN - AD 1055 MB;MONO;100.0;512324;ADIT. POLIMERICO AD 1055 MB - BEPLAST;5.0;5.0;KG
359;MONO FORMULA PROJETO ERIN - AD 1055 MB;MONO;100.0;507180;PELBD METALOCENICO PROXEES 2606;32.5;32.5;KG
359;MONO FORMULA PROJETO ERIN - AD 1055 MB;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;17.5;17.5;KG
359;MONO FORMULA PROJETO ERIN - AD 1055 MB;MONO;100.0;503271;PEAD HE-150 PL14;7.5;7.5;KG
360;MONO FORMULA PROJETO ERIN - AD 1061 MB;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;12.5;12.5;KG
360;MONO FORMULA PROJETO ERIN - AD 1061 MB;MONO;100.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;25.0;25.0;KG
360;MONO FORMULA PROJETO ERIN - AD 1061 MB;MONO;100.0;503271;PEAD HE-150 PL14;7.5;7.5;KG
360;MONO FORMULA PROJETO ERIN - AD 1061 MB;MONO;100.0;507180;PELBD METALOCENICO PROXEES 2606;32.5;32.5;KG
360;MONO FORMULA PROJETO ERIN - AD 1061 MB;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;17.5;17.5;KG
360;MONO FORMULA PROJETO ERIN - AD 1061 MB;MONO;100.0;512323;ADIT. POLIMERICO AD 1061 MB - BEPLAST;5.0;5.0;KG
365;MONO FORMULA COMPOSTAVEL PROJETO NATURA;MONO;100.0;512304;ADIT. CARDIA BIOPLASTICS;100.0;100.0;KG
366;MONO FORMULA NEGRINHO - AZUL;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;20.0;KG
366;MONO FORMULA NEGRINHO - AZUL;MONO;100.0;500007;PIG. AZUL CLARO BRF ALEMANHA;1.0;1.0;KG
366;MONO FORMULA NEGRINHO - AZUL;MONO;100.0;504037;PIG. BRANCO PADRAO;7.0;7.0;KG
366;MONO FORMULA NEGRINHO - AZUL;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;72.0;72.0;KG
372;COEX FORMULA ENFARDADEIRA DALON;ROSCA A;25.0;503271;PEAD HE-150 PL14;15.0;3.75;KG
372;COEX FORMULA ENFARDADEIRA DALON;ROSCA A;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;40.0;10.0;KG
372;COEX FORMULA ENFARDADEIRA DALON;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;10.0;2.5;KG
372;COEX FORMULA ENFARDADEIRA DALON;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;35.0;8.75;KG
372;COEX FORMULA ENFARDADEIRA DALON;ROSCA B;50.0;507180;PELBD METALOCENICO PROXEES 2606;55.0;27.5;KG
372;COEX FORMULA ENFARDADEIRA DALON;ROSCA B;50.0;503271;PEAD HE-150 PL14;10.0;5.0;KG
372;COEX FORMULA ENFARDADEIRA DALON;ROSCA B;50.0;500008;PEBD REC. CONVENCIONAL;25.0;12.5;KG
372;COEX FORMULA ENFARDADEIRA DALON;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;10.0;5.0;KG
372;COEX FORMULA ENFARDADEIRA DALON;ROSCA C;25.0;503271;PEAD HE-150 PL14;15.0;3.75;KG
372;COEX FORMULA ENFARDADEIRA DALON;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;10.0;2.5;KG
372;COEX FORMULA ENFARDADEIRA DALON;ROSCA C;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;40.0;10.0;KG
372;COEX FORMULA ENFARDADEIRA DALON;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;35.0;8.75;KG
383;COEX FORMULA ENCOLHÍVEL PORTOBELLO;ROSCA A;25.0;505579;PEBD INDUSTRIAL TX7001;32.0;8.0;KG
383;COEX FORMULA ENCOLHÍVEL PORTOBELLO;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;40.0;10.0;KG
383;COEX FORMULA ENCOLHÍVEL PORTOBELLO;ROSCA A;25.0;511095;PEBD REC. INDUSTRIAL CECRISA;28.0;7.0;KG
383;COEX FORMULA ENCOLHÍVEL PORTOBELLO;ROSCA B;50.0;511095;PEBD REC. INDUSTRIAL CECRISA;29.0;14.5;KG
383;COEX FORMULA ENCOLHÍVEL PORTOBELLO;ROSCA B;50.0;503271;PEAD HE-150 PL14;12.0;6.0;KG
383;COEX FORMULA ENCOLHÍVEL PORTOBELLO;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;54.0;27.0;KG
383;COEX FORMULA ENCOLHÍVEL PORTOBELLO;ROSCA B;50.0;500021;PIG. AZUL TRANSLUCIDO;5.0;2.5;KG
383;COEX FORMULA ENCOLHÍVEL PORTOBELLO;ROSCA C;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;28.0;7.0;KG
383;COEX FORMULA ENCOLHÍVEL PORTOBELLO;ROSCA C;25.0;505579;PEBD INDUSTRIAL TX7001;33.0;8.25;KG
383;COEX FORMULA ENCOLHÍVEL PORTOBELLO;ROSCA C;25.0;508385;ADIT. MBPEBD ANTI-UV (6);4.0;1.0;KG
383;COEX FORMULA ENCOLHÍVEL PORTOBELLO;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;35.0;8.75;KG
385;COEX FORMULA PERFIL GRAF FLEXO RIGIDO (REC. BRANCO);ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
385;COEX FORMULA PERFIL GRAF FLEXO RIGIDO (REC. BRANCO);ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
385;COEX FORMULA PERFIL GRAF FLEXO RIGIDO (REC. BRANCO);ROSCA A;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;72.5;18.125;KG
385;COEX FORMULA PERFIL GRAF FLEXO RIGIDO (REC. BRANCO);ROSCA A;25.0;504037;PIG. BRANCO PADRAO;5.5;1.375;KG
385;COEX FORMULA PERFIL GRAF FLEXO RIGIDO (REC. BRANCO);ROSCA B;50.0;500043;PEBD REC. BRANCO COMUM;40.0;20.0;KG
385;COEX FORMULA PERFIL GRAF FLEXO RIGIDO (REC. BRANCO);ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;15.0;7.5;KG
385;COEX FORMULA PERFIL GRAF FLEXO RIGIDO (REC. BRANCO);ROSCA B;50.0;503271;PEAD HE-150 PL14;39.5;19.75;KG
385;COEX FORMULA PERFIL GRAF FLEXO RIGIDO (REC. BRANCO);ROSCA B;50.0;504037;PIG. BRANCO PADRAO;5.5;2.75;KG
385;COEX FORMULA PERFIL GRAF FLEXO RIGIDO (REC. BRANCO);ROSCA C;25.0;504037;PIG. BRANCO PADRAO;5.5;1.375;KG
385;COEX FORMULA PERFIL GRAF FLEXO RIGIDO (REC. BRANCO);ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
385;COEX FORMULA PERFIL GRAF FLEXO RIGIDO (REC. BRANCO);ROSCA C;25.0;506154;PELBD FLEXUS 9211;72.5;18.125;KG
385;COEX FORMULA PERFIL GRAF FLEXO RIGIDO (REC. BRANCO);ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
387;MONO FORMULA PARA SERIGRAFIA COM RECUPERADO;MONO;100.0;503271;PEAD HE-150 PL14;30.0;30.0;KG
387;MONO FORMULA PARA SERIGRAFIA COM RECUPERADO;MONO;100.0;500043;PEBD REC. BRANCO COMUM;30.0;30.0;KG
387;MONO FORMULA PARA SERIGRAFIA COM RECUPERADO;MONO;100.0;511110;PEBD REC. CINZA VIPAL-UNIQUE;40.0;40.0;KG
388;MONO FORMULA BOBINAS EMPACOTAR - ETAPA 12;MONO;100.0;500008;PEBD REC. CONVENCIONAL;100.0;100.0;KG
390;MONO FORMULA PROJETO ERIN - AD IR2010;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;12.5;12.5;KG
390;MONO FORMULA PROJETO ERIN - AD IR2010;MONO;100.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;25.0;25.0;KG
390;MONO FORMULA PROJETO ERIN - AD IR2010;MONO;100.0;512248;ADIT. IR2010 INSECT REPELLENT MB (LLDPE);10.0;10.0;KG
390;MONO FORMULA PROJETO ERIN - AD IR2010;MONO;100.0;507180;PELBD METALOCENICO PROXEES 2606;27.5;27.5;KG
390;MONO FORMULA PROJETO ERIN - AD IR2010;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;17.5;17.5;KG
390;MONO FORMULA PROJETO ERIN - AD IR2010;MONO;100.0;503271;PEAD HE-150 PL14;7.5;7.5;KG
393;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO JULIANO VIANA;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;65.0;16.25;KG
393;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO JULIANO VIANA;ROSCA A;25.0;509083;PEBD REC. PRETO RAÇÃO;30.0;7.5;KG
393;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO JULIANO VIANA;ROSCA A;25.0;504303;PIG. PRETO PR 21694;3.0;0.75;KG
393;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO JULIANO VIANA;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
393;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO JULIANO VIANA;ROSCA B;42.0;500043;PEBD REC. BRANCO COMUM;62.0;26.04;KG
393;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO JULIANO VIANA;ROSCA B;42.0;504037;PIG. BRANCO PADRAO;8.0;3.36;KG
393;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO JULIANO VIANA;ROSCA B;42.0;505579;PEBD INDUSTRIAL TX7001;30.0;12.6;KG
393;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO JULIANO VIANA;ROSCA C;33.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;68.0;22.44;KG
393;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO JULIANO VIANA;ROSCA C;33.0;504037;PIG. BRANCO PADRAO;10.0;3.3;KG
393;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO JULIANO VIANA;ROSCA C;33.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;6.6;KG
393;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO JULIANO VIANA;ROSCA C;33.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.66;KG
411;ERIN EFEITO BLOQUEADOR DE LUZ;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;12.5;12.5;KG
411;ERIN EFEITO BLOQUEADOR DE LUZ;MONO;100.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;25.0;25.0;KG
411;ERIN EFEITO BLOQUEADOR DE LUZ;MONO;100.0;503271;PEAD HE-150 PL14;12.5;12.5;KG
411;ERIN EFEITO BLOQUEADOR DE LUZ;MONO;100.0;507180;PELBD METALOCENICO PROXEES 2606;28.5;28.5;KG
411;ERIN EFEITO BLOQUEADOR DE LUZ;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;17.5;17.5;KG
411;ERIN EFEITO BLOQUEADOR DE LUZ;MONO;100.0;514286;ADIT. AD 1201 MB ADITIVO POLIMERICO - repelente  para insetos;4.0;4.0;KG
421;MONO FORMULA CINZA 70 MICRAS VIPAL;MONO;100.0;514609;PIG. CINZA BORRACHA EM PEBD - S/PED: AMOSTRA - N/PED: 904265;4.0;4.0;KG
421;MONO FORMULA CINZA 70 MICRAS VIPAL;MONO;100.0;505579;PEBD INDUSTRIAL TX7001;96.0;96.0;KG
427;MONO FORMULA RECUPERADO RUBBER NEW;MONO;100.0;506148;PEBD REC. PE IMPRESSO;40.0;40.0;KG
427;MONO FORMULA RECUPERADO RUBBER NEW;MONO;100.0;505426;PEBD REC. SACARIA;40.0;40.0;KG
427;MONO FORMULA RECUPERADO RUBBER NEW;MONO;100.0;500191;PEBD REC.TRANSICAO;20.0;20.0;KG
433;COEX FORMULA ENFARDADEIRA ESP ATE 55 MICRONS (ATUALIZADA/CUSTO 2022);ROSCA A;25.0;509861;PELBD HEXENO HF2208S3;25.0;6.25;KG
433;COEX FORMULA ENFARDADEIRA ESP ATE 55 MICRONS (ATUALIZADA/CUSTO 2022);ROSCA A;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;50.0;12.5;KG
433;COEX FORMULA ENFARDADEIRA ESP ATE 55 MICRONS (ATUALIZADA/CUSTO 2022);ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;10.0;2.5;KG
433;COEX FORMULA ENFARDADEIRA ESP ATE 55 MICRONS (ATUALIZADA/CUSTO 2022);ROSCA A;25.0;503271;PEAD HE-150 PL14;15.0;3.75;KG
