ID_Composicao;Nome_Composicao;Grupo_Rosca;Percentual_Rosca;Cod_Material;Descricao_Material;Qtd_Original_Na_Rosca;Qtd_Corrigida_No_Filme;Unidade
353;COEX FORMULA PERFIL GRAF OFF SET DE 90 A 140 MICRAS;ROSCA C;20.0;504037;PIG. BRANCO PADRAO;7.0;1.4;KG
353;COEX FORMULA PERFIL GRAF OFF SET DE 90 A 140 MICRAS;ROSCA C;20.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.4;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA A;25.0;504037;PIG. BRANCO PADRAO;6.0;1.5;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;70.0;17.5;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA A;25.0;500207;ADIT. ANTI-ESTATICO;2.0;0.5;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA B;50.0;503271;PEAD HE-150 PL14;25.0;12.5;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA B;50.0;500043;PEBD REC. BRANCO COMUM;39.0;19.5;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;6.0;3.0;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;30.0;15.0;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA C;25.0;504037;PIG. BRANCO PADRAO;6.0;1.5;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA C;25.0;500043;PEBD REC. BRANCO COMUM;70.0;17.5;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA C;25.0;503271;PEAD HE-150 PL14;22.0;5.5;KG
355;COEX FORMULA ADM PIG. BRANCO C/ANTIESTATICO LAMINA INTERNA;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
356;COEX FORMULA GOFRADO VERDE UNIQUE;ROSCA A;20.0;505579;PEBD INDUSTRIAL TX7001;100.0;20.0;KG
356;COEX FORMULA GOFRADO VERDE UNIQUE;ROSCA B;60.0;505579;PEBD INDUSTRIAL TX7001;95.8;57.48;KG
356;COEX FORMULA GOFRADO VERDE UNIQUE;ROSCA B;60.0;511792;PIG. VERDE CAMEL BACK UNIQUE - VD15653;4.2;2.52;KG
356;COEX FORMULA GOFRADO VERDE UNIQUE;ROSCA C;20.0;505579;PEBD INDUSTRIAL TX7001;100.0;20.0;KG
357;MONO FORMULA PROJETO ERIN - CONTROLE;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;12.5;12.5;KG
357;MONO FORMULA PROJETO ERIN - CONTROLE;MONO;100.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;25.0;25.0;KG
357;MONO FORMULA PROJETO ERIN - CONTROLE;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;17.5;17.5;KG
357;MONO FORMULA PROJETO ERIN - CONTROLE;MONO;100.0;507180;PELBD METALOCENICO PROXEES 2606;32.5;32.5;KG
357;MONO FORMULA PROJETO ERIN - CONTROLE;MONO;100.0;503271;PEAD HE-150 PL14;12.5;12.5;KG
36;MONO FORMULA BREMIL AZUL;MONO;100.0;500207;ADIT. ANTI-ESTATICO;1.0;1.0;KG
36;MONO FORMULA BREMIL AZUL;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;20.0;KG
36;MONO FORMULA BREMIL AZUL;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;72.0;72.0;KG
36;MONO FORMULA BREMIL AZUL;MONO;100.0;500196;PIG. AZUL BREMIL 1252.21;7.0;7.0;KG
361;COEX FORMULA RACAO BIOBASE;ROSCA A;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;25.0;6.25;KG
361;COEX FORMULA RACAO BIOBASE;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
361;COEX FORMULA RACAO BIOBASE;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;1.0;0.25;KG
361;COEX FORMULA RACAO BIOBASE;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;54.0;13.5;KG
361;COEX FORMULA RACAO BIOBASE;ROSCA B;50.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;55.0;27.5;KG
361;COEX FORMULA RACAO BIOBASE;ROSCA B;50.0;503271;PEAD HE-150 PL14;10.0;5.0;KG
361;COEX FORMULA RACAO BIOBASE;ROSCA B;50.0;500008;PEBD REC. CONVENCIONAL;15.0;7.5;KG
361;COEX FORMULA RACAO BIOBASE;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;20.0;10.0;KG
361;COEX FORMULA RACAO BIOBASE;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;1.0;0.25;KG
361;COEX FORMULA RACAO BIOBASE;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
361;COEX FORMULA RACAO BIOBASE;ROSCA C;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;54.0;13.5;KG
361;COEX FORMULA RACAO BIOBASE;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;25.0;6.25;KG
362;COEX FORMULA PERFIL GRAF FILME TRANSPARENTE PARA FLEXO ATE 90 MICRAS;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
362;COEX FORMULA PERFIL GRAF FILME TRANSPARENTE PARA FLEXO ATE 90 MICRAS;ROSCA A;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;80.0;20.0;KG
362;COEX FORMULA PERFIL GRAF FILME TRANSPARENTE PARA FLEXO ATE 90 MICRAS;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;35.0;17.5;KG
362;COEX FORMULA PERFIL GRAF FILME TRANSPARENTE PARA FLEXO ATE 90 MICRAS;ROSCA B;50.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;65.0;32.5;KG
362;COEX FORMULA PERFIL GRAF FILME TRANSPARENTE PARA FLEXO ATE 90 MICRAS;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
362;COEX FORMULA PERFIL GRAF FILME TRANSPARENTE PARA FLEXO ATE 90 MICRAS;ROSCA C;25.0;506154;PELBD FLEXUS 9211;78.0;19.5;KG
362;COEX FORMULA PERFIL GRAF FILME TRANSPARENTE PARA FLEXO ATE 90 MICRAS;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;67.0;16.75;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA A;25.0;509083;PEBD REC. PRETO RAÇÃO;25.0;6.25;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA A;25.0;504303;PIG. PRETO PR 21694;3.0;0.75;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA A;25.0;500207;ADIT. ANTI-ESTATICO;3.0;0.75;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA B;50.0;500043;PEBD REC. BRANCO COMUM;30.0;15.0;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA B;50.0;500001;PELBD METALOCENICO PROXESS 1806 S3;32.0;16.0;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;30.0;15.0;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;8.0;4.0;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;68.0;17.0;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;22.0;5.5;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA C;25.0;504037;PIG. BRANCO PADRAO;8.0;2.0;KG
363;FORMULA COEX RAÇAO BRANCO E PRETO C/ANTI-ESTÁTICO EMP. AUT.;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
364;COEX FORMULA BIOBASE TRANSP. EMPACOTAMENTO AUTOMATICO;ROSCA A;25.0;503271;PEAD HE-150 PL14;15.0;3.75;KG
364;COEX FORMULA BIOBASE TRANSP. EMPACOTAMENTO AUTOMATICO;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;69.0;17.25;KG
364;COEX FORMULA BIOBASE TRANSP. EMPACOTAMENTO AUTOMATICO;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;15.0;3.75;KG
364;COEX FORMULA BIOBASE TRANSP. EMPACOTAMENTO AUTOMATICO;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;1.0;0.25;KG
364;COEX FORMULA BIOBASE TRANSP. EMPACOTAMENTO AUTOMATICO;ROSCA B;50.0;507180;PELBD METALOCENICO PROXEES 2606;50.0;25.0;KG
364;COEX FORMULA BIOBASE TRANSP. EMPACOTAMENTO AUTOMATICO;ROSCA B;50.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;10.0;KG
364;COEX FORMULA BIOBASE TRANSP. EMPACOTAMENTO AUTOMATICO;ROSCA B;50.0;503271;PEAD HE-150 PL14;10.0;5.0;KG
364;COEX FORMULA BIOBASE TRANSP. EMPACOTAMENTO AUTOMATICO;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;20.0;10.0;KG
364;COEX FORMULA BIOBASE TRANSP. EMPACOTAMENTO AUTOMATICO;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
364;COEX FORMULA BIOBASE TRANSP. EMPACOTAMENTO AUTOMATICO;ROSCA C;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;74.0;18.5;KG
364;COEX FORMULA BIOBASE TRANSP. EMPACOTAMENTO AUTOMATICO;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;1.0;0.25;KG
367;COEX FORMULA TRANSPARENTE GELADINHO;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;80.0;20.0;KG
367;COEX FORMULA TRANSPARENTE GELADINHO;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
367;COEX FORMULA TRANSPARENTE GELADINHO;ROSCA B;50.0;500001;PELBD METALOCENICO PROXESS 1806 S3;50.0;25.0;KG
367;COEX FORMULA TRANSPARENTE GELADINHO;ROSCA B;50.0;503271;PEAD HE-150 PL14;30.0;15.0;KG
367;COEX FORMULA TRANSPARENTE GELADINHO;ROSCA B;50.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;10.0;KG
367;COEX FORMULA TRANSPARENTE GELADINHO;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;80.0;20.0;KG
367;COEX FORMULA TRANSPARENTE GELADINHO;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
368;COEX FORMULA TESTE NUTRIMENTAL;ROSCA A;25.0;512596;PELBD EXCEED 1012MK;95.0;23.75;KG
368;COEX FORMULA TESTE NUTRIMENTAL;ROSCA A;25.0;500207;ADIT. ANTI-ESTATICO;3.0;0.75;KG
368;COEX FORMULA TESTE NUTRIMENTAL;ROSCA A;25.0;500204;ADIT. DESLIZANTE;2.0;0.5;KG
368;COEX FORMULA TESTE NUTRIMENTAL;ROSCA B;50.0;509352;PELBD ENABLE 2703 MC (MC);49.0;24.5;KG
368;COEX FORMULA TESTE NUTRIMENTAL;ROSCA B;50.0;517232;PELBD ENABLE 2005 RE - EXCEED FLOW M 0520.RE;50.0;25.0;KG
368;COEX FORMULA TESTE NUTRIMENTAL;ROSCA B;50.0;500204;ADIT. DESLIZANTE;1.0;0.5;KG
368;COEX FORMULA TESTE NUTRIMENTAL;ROSCA C;25.0;516900;PELBD EXCEED 1018 RK - Exceed m 1018.RK;74.0;18.5;KG
368;COEX FORMULA TESTE NUTRIMENTAL;ROSCA C;25.0;517232;PELBD ENABLE 2005 RE - EXCEED FLOW M 0520.RE;25.0;6.25;KG
368;COEX FORMULA TESTE NUTRIMENTAL;ROSCA C;25.0;500204;ADIT. DESLIZANTE;1.0;0.25;KG
369;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO ACIMA DE 100 MICRAS;ROSCA A;30.0;500001;PELBD METALOCENICO PROXESS 1806 S3;30.0;9.0;KG
369;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO ACIMA DE 100 MICRAS;ROSCA A;30.0;509083;PEBD REC. PRETO RAÇÃO;65.0;19.5;KG
369;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO ACIMA DE 100 MICRAS;ROSCA A;30.0;504303;PIG. PRETO PR 21694;3.0;0.9;KG
369;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO ACIMA DE 100 MICRAS;ROSCA A;30.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.6;KG
369;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO ACIMA DE 100 MICRAS;ROSCA B;50.0;500043;PEBD REC. BRANCO COMUM;22.0;11.0;KG
369;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO ACIMA DE 100 MICRAS;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;8.0;4.0;KG
369;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO ACIMA DE 100 MICRAS;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;70.0;35.0;KG
369;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO ACIMA DE 100 MICRAS;ROSCA C;20.0;500001;PELBD METALOCENICO PROXESS 1806 S3;68.0;13.6;KG
369;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO ACIMA DE 100 MICRAS;ROSCA C;20.0;504037;PIG. BRANCO PADRAO;8.0;1.6;KG
369;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO ACIMA DE 100 MICRAS;ROSCA C;20.0;502516;PEBD CONVENCIONAL EB 853/72;22.0;4.4;KG
369;FORMULA COEX RACAO BRANCO E PRETO < RECUPERADO ACIMA DE 100 MICRAS;ROSCA C;20.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.4;KG
370;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;1.0;0.25;KG
370;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS;ROSCA A;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;74.0;18.5;KG
370;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
370;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS;ROSCA B;50.0;507180;PELBD METALOCENICO PROXEES 2606;20.0;10.0;KG
370;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;70.0;35.0;KG
370;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS;ROSCA B;50.0;500008;PEBD REC. CONVENCIONAL;10.0;5.0;KG
370;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS;ROSCA C;25.0;507180;PELBD METALOCENICO PROXEES 2606;74.0;18.5;KG
370;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;1.0;0.25;KG
370;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
371;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS C/ ANTIDERRAPENTE;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;1.0;0.25;KG
371;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS C/ ANTIDERRAPENTE;ROSCA A;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;69.0;17.25;KG
371;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS C/ ANTIDERRAPENTE;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
371;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS C/ ANTIDERRAPENTE;ROSCA A;25.0;512082;ADIT. MB ANTIDERRAPANTE - 14218-AN;5.0;1.25;KG
371;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS C/ ANTIDERRAPENTE;ROSCA B;50.0;507180;PELBD METALOCENICO PROXEES 2606;20.0;10.0;KG
371;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS C/ ANTIDERRAPENTE;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;70.0;35.0;KG
371;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS C/ ANTIDERRAPENTE;ROSCA B;50.0;500008;PEBD REC. CONVENCIONAL;10.0;5.0;KG
371;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS C/ ANTIDERRAPENTE;ROSCA C;25.0;507180;PELBD METALOCENICO PROXEES 2606;74.0;18.5;KG
371;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS C/ ANTIDERRAPENTE;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;1.0;0.25;KG
371;COEX FORMULA TRANSPARENTE RAÇÃO SACOS ACIMA DE 100 MICRAS C/ ANTIDERRAPENTE;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
373;MONO FORMULA 100% REC BRANCO;MONO;100.0;500043;PEBD REC. BRANCO COMUM;100.0;100.0;KG
374;MONO FORMULA PIG BRANCO FCC;MONO;100.0;512961;PEAD HD5000N PL14;46.0;46.0;KG
374;MONO FORMULA PIG BRANCO FCC;MONO;100.0;511825;PELBD ENABLE 4002 MC - EXCEED STIFF+ M 0238.MC;22.0;22.0;KG
374;MONO FORMULA PIG BRANCO FCC;MONO;100.0;500044;PIG. BRANCO CAMEL BACK;4.0;4.0;KG
374;MONO FORMULA PIG BRANCO FCC;MONO;100.0;500204;ADIT. DESLIZANTE;8.0;8.0;KG
374;MONO FORMULA PIG BRANCO FCC;MONO;100.0;511402;ADIT. MB ANTIBLOCKING 100165-S - EFEITO MATE;20.0;20.0;KG
375;COEX FORMULA PIG. BRANCO BIOBASE FILME;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;67.0;16.75;KG
375;COEX FORMULA PIG. BRANCO BIOBASE FILME;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;21.0;5.25;KG
375;COEX FORMULA PIG. BRANCO BIOBASE FILME;ROSCA A;25.0;503807;PIG. BRANCO 11748-BX / DT70;10.0;2.5;KG
375;COEX FORMULA PIG. BRANCO BIOBASE FILME;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
375;COEX FORMULA PIG. BRANCO BIOBASE FILME;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;30.0;15.0;KG
375;COEX FORMULA PIG. BRANCO BIOBASE FILME;ROSCA B;50.0;503807;PIG. BRANCO 11748-BX / DT70;10.0;5.0;KG
375;COEX FORMULA PIG. BRANCO BIOBASE FILME;ROSCA B;50.0;500043;PEBD REC. BRANCO COMUM;20.0;10.0;KG
375;COEX FORMULA PIG. BRANCO BIOBASE FILME;ROSCA B;50.0;500001;PELBD METALOCENICO PROXESS 1806 S3;40.0;20.0;KG
375;COEX FORMULA PIG. BRANCO BIOBASE FILME;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;67.0;16.75;KG
375;COEX FORMULA PIG. BRANCO BIOBASE FILME;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;21.0;5.25;KG
375;COEX FORMULA PIG. BRANCO BIOBASE FILME;ROSCA C;25.0;503807;PIG. BRANCO 11748-BX / DT70;10.0;2.5;KG
375;COEX FORMULA PIG. BRANCO BIOBASE FILME;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
376;MONO FORMULA PIG PRETO - JOSIR TSA;MONO;100.0;509083;PEBD REC. PRETO RAÇÃO;60.0;60.0;KG
376;MONO FORMULA PIG PRETO - JOSIR TSA;MONO;100.0;503271;PEAD HE-150 PL14;40.0;40.0;KG
377;MONO FORMULA GOFRADO CINZA UNIQUE 5% PIG;MONO;100.0;505579;PEBD INDUSTRIAL TX7001;95.0;95.0;KG
377;MONO FORMULA GOFRADO CINZA UNIQUE 5% PIG;MONO;100.0;506322;PIG. CINZA ESCURO CAMEL BACK - TMB-47184;5.0;5.0;KG
378;MONO FORMULA ARROZ 5KG D2W - TESTE;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;28.0;28.0;KG
378;MONO FORMULA ARROZ 5KG D2W - TESTE;MONO;100.0;500008;PEBD REC. CONVENCIONAL;4.0;4.0;KG
378;MONO FORMULA ARROZ 5KG D2W - TESTE;MONO;100.0;500204;ADIT. DESLIZANTE;0.3;0.3;KG
378;MONO FORMULA ARROZ 5KG D2W - TESTE;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;11.7;11.7;KG
378;MONO FORMULA ARROZ 5KG D2W - TESTE;MONO;100.0;503271;PEAD HE-150 PL14;8.0;8.0;KG
378;MONO FORMULA ARROZ 5KG D2W - TESTE;MONO;100.0;516900;PELBD EXCEED 1018 RK - Exceed m 1018.RK;47.0;47.0;KG
378;MONO FORMULA ARROZ 5KG D2W - TESTE;MONO;100.0;513002;ADIT. OXI-BIODEGRADAVEL D2W 93390;1.0;1.0;KG
379;COEX FORMULA LEITE LACTOBOM;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
379;COEX FORMULA LEITE LACTOBOM;ROSCA A;25.0;506154;PELBD FLEXUS 9211;66.0;16.5;KG
379;COEX FORMULA LEITE LACTOBOM;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
379;COEX FORMULA LEITE LACTOBOM;ROSCA A;25.0;503807;PIG. BRANCO 11748-BX / DT70;7.0;1.75;KG
379;COEX FORMULA LEITE LACTOBOM;ROSCA B;50.0;503807;PIG. BRANCO 11748-BX / DT70;15.0;7.5;KG
379;COEX FORMULA LEITE LACTOBOM;ROSCA B;50.0;506154;PELBD FLEXUS 9211;65.0;32.5;KG
379;COEX FORMULA LEITE LACTOBOM;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;20.0;10.0;KG
379;COEX FORMULA LEITE LACTOBOM;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
379;COEX FORMULA LEITE LACTOBOM;ROSCA C;25.0;503807;PIG. BRANCO 11748-BX / DT70;7.0;1.75;KG
379;COEX FORMULA LEITE LACTOBOM;ROSCA C;25.0;506154;PELBD FLEXUS 9211;66.0;16.5;KG
379;COEX FORMULA LEITE LACTOBOM;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
380;FORMULA VERMELHO RAYTAK;MONO;100.0;505579;PEBD INDUSTRIAL TX7001;40.0;40.0;KG
380;FORMULA VERMELHO RAYTAK;MONO;100.0;502181;PEBD REC. VERMELHO BORRACHAS OUTROS;54.0;54.0;KG
380;FORMULA VERMELHO RAYTAK;MONO;100.0;500203;PIG. VERMELHO CAMEL BACK 67455/16;6.0;6.0;KG
381;COEX FORMULA PIG BRANCO SUPRA;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;70.0;17.5;KG
381;COEX FORMULA PIG BRANCO SUPRA;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;23.0;5.75;KG
381;COEX FORMULA PIG BRANCO SUPRA;ROSCA A;25.0;504037;PIG. BRANCO PADRAO;6.0;1.5;KG
381;COEX FORMULA PIG BRANCO SUPRA;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;1.0;0.25;KG
381;COEX FORMULA PIG BRANCO SUPRA;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;73.0;36.5;KG
381;COEX FORMULA PIG BRANCO SUPRA;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;7.0;3.5;KG
381;COEX FORMULA PIG BRANCO SUPRA;ROSCA B;50.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;20.0;10.0;KG
381;COEX FORMULA PIG BRANCO SUPRA;ROSCA C;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;70.0;17.5;KG
381;COEX FORMULA PIG BRANCO SUPRA;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;22.0;5.5;KG
381;COEX FORMULA PIG BRANCO SUPRA;ROSCA C;25.0;504037;PIG. BRANCO PADRAO;6.0;1.5;KG
381;COEX FORMULA PIG BRANCO SUPRA;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
384;COEX FORMULA LAMINA GIRANDO SOL ATÉ 2KG;ROSCA A;25.0;508116;ADIT. ANTI-BLOQUEIO 5009;1.0;0.25;KG
384;COEX FORMULA LAMINA GIRANDO SOL ATÉ 2KG;ROSCA A;25.0;516900;PELBD EXCEED 1018 RK - Exceed m 1018.RK;77.0;19.25;KG
384;COEX FORMULA LAMINA GIRANDO SOL ATÉ 2KG;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
384;COEX FORMULA LAMINA GIRANDO SOL ATÉ 2KG;ROSCA A;25.0;500204;ADIT. DESLIZANTE;2.0;0.5;KG
